Year,County_FIPS,County,State,Obesity Percentage,Overall SVI,
2018,39037,Darke County,Ohio,32.5,0.1347,
2018,39039,Defiance County,Ohio,37.6,0.2166,
2018,39041,Delaware County,Ohio,28.9,0.0166,
2018,39043,Erie County,Ohio,32.3,0.2914,
2018,39045,Fairfield County,Ohio,33.5,0.2354,
2018,39047,Fayette County,Ohio,30.6,0.5016,
2018,39049,Franklin County,Ohio,29.6,0.5124,
2018,39051,Fulton County,Ohio,30.2,0.1777,
2018,39053,Gallia County,Ohio,35.7,0.664,
2018,39055,Geauga County,Ohio,24.5,0.0901,
2018,39057,Greene County,Ohio,27.8,0.2076,
2018,39059,Guernsey County,Ohio,32.5,0.6707,
2018,39061,Hamilton County,Ohio,30.5,0.5369,
2018,39063,Hancock County,Ohio,33.7,0.2111,
2018,39065,Hardin County,Ohio,35.5,0.471,
2018,39067,Harrison County,Ohio,34.2,0.5194,
2018,39069,Henry County,Ohio,26.1,0.1557,
2018,39071,Highland County,Ohio,30.8,0.6898,
2018,39073,Hocking County,Ohio,34.4,0.4685,
2018,39075,Holmes County,Ohio,19.8,0.436,
2018,39077,Huron County,Ohio,36.4,0.4325,
2018,39079,Jackson County,Ohio,40.3,0.7726,
2018,39081,Jefferson County,Ohio,37.1,0.5494,
2018,39083,Knox County,Ohio,30.8,0.2943,
2018,39085,Lake County,Ohio,28.1,0.1293,
2018,39087,Lawrence County,Ohio,37.2,0.5583,
2018,39089,Licking County,Ohio,31.7,0.229,
2018,39091,Logan County,Ohio,31.4,0.3169,
2018,39093,Lorain County,Ohio,34,0.5089,
2018,39095,Lucas County,Ohio,36.2,0.6876,
2018,39097,Madison County,Ohio,24.2,0.3382,
2018,39099,Mahoning County,Ohio,33.2,0.5889,
2018,39101,Marion County,Ohio,36.6,0.6414,
2018,39103,Medina County,Ohio,25.2,0.0102,
2018,39105,Meigs County,Ohio,34.8,0.6787,
2018,39107,Mercer County,Ohio,31.3,0.051,
2018,39109,Miami County,Ohio,28.6,0.1191,
2018,39111,Monroe County,Ohio,30.7,0.443,
2018,39113,Montgomery County,Ohio,34.5,0.6726,
2018,39115,Morgan County,Ohio,31.3,0.5659,
2018,39117,Morrow County,Ohio,34.9,0.192,
2018,39119,Muskingum County,Ohio,37,0.5981,
2018,39121,Noble County,Ohio,34.2,0.4293,
2018,39123,Ottawa County,Ohio,33.3,0.1541,
2018,39125,Paulding County,Ohio,31.3,0.2885,
2018,39127,Perry County,Ohio,35.9,0.5545,
2018,39129,Pickaway County,Ohio,30.9,0.2818,
2018,39131,Pike County,Ohio,37,0.7994,
2018,39133,Portage County,Ohio,25.7,0.2455,
2018,39135,Preble County,Ohio,28.5,0.1691,
2018,39137,Putnam County,Ohio,32.1,0.0153,
2018,39139,Richland County,Ohio,34.9,0.6169,
2018,39141,Ross County,Ohio,37.2,0.7255,
2018,39143,Sandusky County,Ohio,30.7,0.3987,
2018,39145,Scioto County,Ohio,36.8,0.8347,
2018,39147,Seneca County,Ohio,35.7,0.3755,
2018,39149,Shelby County,Ohio,27.4,0.1892,
2018,39151,Stark County,Ohio,35.9,0.3666,
2018,39153,Summit County,Ohio,30.3,0.3334,
2018,39155,Trumbull County,Ohio,36.4,0.464,
2018,39157,Tuscarawas County,Ohio,33.5,0.3443,
2018,39159,Union County,Ohio,33,0.0771,
2018,39161,Van Wert County,Ohio,36.5,0.1697,
2018,39163,Vinton County,Ohio,33.8,0.7229,
2018,39165,Warren County,Ohio,25.7,0.0478,
2018,39167,Washington County,Ohio,34,0.3497,
2018,39169,Wayne County,Ohio,29.9,0.479,
2018,39171,Williams County,Ohio,29.3,0.2691,
2018,39173,Wood County,Ohio,32.7,0.1662,
2018,39175,Wyandot County,Ohio,27.8,0.2274,
2018,40001,Adair County,Oklahoma,25.5,0.8965,
2018,40003,Alfalfa County,Oklahoma,19,0.2535,
2018,40005,Atoka County,Oklahoma,23.6,0.8076,
2018,40007,Beaver County,Oklahoma,23,0.4554,
2018,40009,Beckham County,Oklahoma,26.6,0.7118,
2018,40011,Blaine County,Oklahoma,29.1,0.6678,
2018,40013,Bryan County,Oklahoma,28.9,0.8127,
2018,40015,Caddo County,Oklahoma,36.8,0.9459,
2018,40017,Canadian County,Oklahoma,32,0.2621,
2018,40019,Carter County,Oklahoma,33.8,0.7914,
2018,40021,Cherokee County,Oklahoma,31.9,0.9271,
2018,40023,Choctaw County,Oklahoma,27.1,0.9602,
2018,40025,Cimarron County,Oklahoma,20.2,0.4475,
2018,40027,Cleveland County,Oklahoma,35.6,0.3436,
2018,40029,Coal County,Oklahoma,19.6,0.8255,
2018,40031,Comanche County,Oklahoma,33,0.8354,
2018,40033,Cotton County,Oklahoma,24.1,0.6742,
2018,40035,Craig County,Oklahoma,25.1,0.8538,
2018,40037,Creek County,Oklahoma,30.6,0.4901,
2018,40039,Custer County,Oklahoma,34.2,0.7503,
2018,40041,Delaware County,Oklahoma,29.2,0.7697,
2018,40043,Dewey County,Oklahoma,21.9,0.2248,
2018,40045,Ellis County,Oklahoma,24.6,0.3019,
2018,40047,Garfield County,Oklahoma,33.7,0.5908,
2018,40049,Garvin County,Oklahoma,29.3,0.5115,
2018,40051,Grady County,Oklahoma,32.1,0.308,
2018,40053,Grant County,Oklahoma,26,0.1634,
2018,40055,Greer County,Oklahoma,19.6,0.7742,
2018,40057,Harmon County,Oklahoma,18.1,0.8108,
2018,40059,Harper County,Oklahoma,17.2,0.3185,
2018,40061,Haskell County,Oklahoma,24.9,0.8736,
2018,40063,Hughes County,Oklahoma,24.2,0.8115,
2018,40065,Jackson County,Oklahoma,31.2,0.8226,
2018,40067,Jefferson County,Oklahoma,22.8,0.8745,
2018,40069,Johnston County,Oklahoma,23.6,0.8468,
2018,40071,Kay County,Oklahoma,32.9,0.842,
2018,40073,Kingfisher County,Oklahoma,28.7,0.3806,
2018,40075,Kiowa County,Oklahoma,21.6,0.6545,
2018,40077,Latimer County,Oklahoma,23.9,0.8936,
2018,40079,Le Flore County,Oklahoma,33.5,0.9032,
2018,40081,Lincoln County,Oklahoma,35.6,0.4787,
2018,40083,Logan County,Oklahoma,29.4,0.2984,
2018,40085,Love County,Oklahoma,19.5,0.6293,
2018,40093,Major County,Oklahoma,25.9,0.3204,
2018,40095,Marshall County,Oklahoma,32.5,0.8545,
2018,40097,Mayes County,Oklahoma,31.5,0.7519,
2018,40087,Mcclain County,Oklahoma,31.3,0.1624,
2018,40089,Mccurtain County,Oklahoma,35,0.9137,
2018,40091,Mcintosh County,Oklahoma,25.2,0.7828,
2018,40099,Murray County,Oklahoma,24.1,0.7092,
2018,40101,Muskogee County,Oklahoma,37.5,0.9338,
2018,40103,Noble County,Oklahoma,26.1,0.3385,
2018,40105,Nowata County,Oklahoma,22.1,0.5895,
2018,40107,Okfuskee County,Oklahoma,21.6,0.9287,
2018,40109,Oklahoma County,Oklahoma,33.3,0.6818,
2018,40111,Okmulgee County,Oklahoma,30,0.8659,
2018,40113,Osage County,Oklahoma,27.9,0.6239,
2018,40115,Ottawa County,Oklahoma,31.3,0.9576,
2018,40117,Pawnee County,Oklahoma,31.2,0.5424,
2018,40119,Payne County,Oklahoma,30.5,0.5131,
2018,40121,Pittsburg County,Oklahoma,30.8,0.8264,
2018,40123,Pontotoc County,Oklahoma,32.8,0.65,
2018,40125,Pottawatomie County,Oklahoma,32,0.7815,
2018,40127,Pushmataha County,Oklahoma,24.8,0.7863,
2018,40129,Roger Mills County,Oklahoma,20,0.4003,
2018,40131,Rogers County,Oklahoma,33.4,0.2834,
2018,40133,Seminole County,Oklahoma,30.1,0.929,
2018,40135,Sequoyah County,Oklahoma,28.6,0.9159,
2018,40137,Stephens County,Oklahoma,34.3,0.6051,
2018,40139,Texas County,Oklahoma,28.1,0.821,
2018,40141,Tillman County,Oklahoma,24,0.871,
2018,40143,Tulsa County,Oklahoma,30.8,0.6159,
2018,40145,Wagoner County,Oklahoma,34.8,0.4245,
2018,40147,Washington County,Oklahoma,31.7,0.4382,
2018,40149,Washita County,Oklahoma,24,0.4045,
2018,40151,Woods County,Oklahoma,32.2,0.314,
2018,40153,Woodward County,Oklahoma,28.5,0.5745,
2018,41001,Baker County,Oregon,26.5,0.6854,
2018,41003,Benton County,Oregon,19.4,0.349,
2018,41005,Clackamas County,Oregon,27.6,0.1895,
2018,41007,Clatsop County,Oregon,30.8,0.5185,
2018,41009,Columbia County,Oregon,31.3,0.4025,
2018,41011,Coos County,Oregon,35.2,0.743,
2018,41013,Crook County,Oregon,27.3,0.5729,
2018,41015,Curry County,Oregon,28.7,0.4879,
2018,41017,Deschutes County,Oregon,24.6,0.1637,
2018,41019,Douglas County,Oregon,33.7,0.7277,
2018,41021,Gilliam County,Oregon,18.4,0.5092,
2018,41023,Grant County,Oregon,22.1,0.5465,
2018,41025,Harney County,Oregon,23.4,0.7108,
2018,41027,Hood River County,Oregon,21.5,0.5455,
2018,41029,Jackson County,Oregon,27.6,0.7354,
2018,41031,Jefferson County,Oregon,24.3,0.9118,
2018,41033,Josephine County,Oregon,30.1,0.6557,
2018,41035,Klamath County,Oregon,26.6,0.8688,
2018,41037,Lake County,Oregon,23.2,0.7608,
2018,41039,Lane County,Oregon,29.4,0.649,
2018,41041,Lincoln County,Oregon,33,0.5522,
2018,41043,Linn County,Oregon,33.9,0.679,
2018,41045,Malheur County,Oregon,31.7,0.9965,
2018,41047,Marion County,Oregon,34.8,0.8535,
2018,41049,Morrow County,Oregon,27.4,0.7643,
2018,41051,Multnomah County,Oregon,24.4,0.4675,
2018,41053,Polk County,Oregon,32.1,0.5777,
2018,41055,Sherman County,Oregon,17.6,0.135,
2018,41057,Tillamook County,Oregon,33.7,0.6586,
2018,41059,Umatilla County,Oregon,33.1,0.9688,
2018,41061,Union County,Oregon,33.1,0.6729,
2018,41063,Wallowa County,Oregon,22.5,0.5032,
2018,41065,Wasco County,Oregon,25,0.8389,
2018,41067,Washington County,Oregon,28.2,0.3194,
2018,41069,Wheeler County,Oregon,18.3,0.3901,
2018,41071,Yamhill County,Oregon,32.6,0.6608,
2018,42001,Adams County,Pennsylvania,25.6,0.2118,
2018,42003,Allegheny County,Pennsylvania,29,0.2506,
2018,42005,Armstrong County,Pennsylvania,36.5,0.2475,
2018,42007,Beaver County,Pennsylvania,30.5,0.2481,
2018,42009,Bedford County,Pennsylvania,28.8,0.2729,
2018,42011,Berks County,Pennsylvania,31.9,0.6162,
2018,42013,Blair County,Pennsylvania,31.9,0.3981,
2018,42015,Bradford County,Pennsylvania,36.3,0.3471,
2018,42017,Bucks County,Pennsylvania,26.8,0.0831,
2018,42019,Butler County,Pennsylvania,31.3,0.079,
2018,42021,Cambria County,Pennsylvania,25.2,0.4892,
2018,42023,Cameron County,Pennsylvania,17.7,0.3006,
2018,42025,Carbon County,Pennsylvania,24.5,0.3048,
2018,42027,Centre County,Pennsylvania,24.4,0.2892,
2018,42029,Chester County,Pennsylvania,21.3,0.1436,
2018,42031,Clarion County,Pennsylvania,26.6,0.4771,
2018,42033,Clearfield County,Pennsylvania,35.3,0.6054,
2018,42035,Clinton County,Pennsylvania,33.7,0.486,
2018,42037,Columbia County,Pennsylvania,30.8,0.2768,
2018,42039,Crawford County,Pennsylvania,33.3,0.5064,
2018,42041,Cumberland County,Pennsylvania,23.9,0.1615,
2018,42043,Dauphin County,Pennsylvania,31,0.4975,
2018,42045,Delaware County,Pennsylvania,25.7,0.4131,
2018,42047,Elk County,Pennsylvania,25.6,0.1166,
2018,42049,Erie County,Pennsylvania,29.7,0.6194,
2018,42051,Fayette County,Pennsylvania,30.7,0.6248,
2018,42053,Forest County,Pennsylvania,18.9,0.7115,
2018,42055,Franklin County,Pennsylvania,28.5,0.3373,
2018,42057,Fulton County,Pennsylvania,17.9,0.2201,
2018,42059,Greene County,Pennsylvania,26.4,0.435,
2018,42061,Huntingdon County,Pennsylvania,21.4,0.4908,
2018,42063,Indiana County,Pennsylvania,23,0.5484,
2018,42065,Jefferson County,Pennsylvania,28.5,0.3312,
2018,42067,Juniata County,Pennsylvania,19.1,0.4484,
2018,42069,Lackawanna County,Pennsylvania,26.5,0.5252,
2018,42071,Lancaster County,Pennsylvania,31.5,0.4573,
2018,42073,Lawrence County,Pennsylvania,32.7,0.4694,
2018,42075,Lebanon County,Pennsylvania,32.1,0.5328,
2018,42077,Lehigh County,Pennsylvania,30.4,0.635,
2018,42079,Luzerne County,Pennsylvania,31.5,0.6089,
2018,42081,Lycoming County,Pennsylvania,33.1,0.421,
2018,42083,Mckean County,Pennsylvania,32.3,0.5462,
2018,42085,Mercer County,Pennsylvania,33.2,0.542,
2018,42087,Mifflin County,Pennsylvania,22.9,0.4723,
2018,42089,Monroe County,Pennsylvania,28.7,0.3064,
2018,42091,Montgomery County,Pennsylvania,25.9,0.1653,
2018,42093,Montour County,Pennsylvania,21.2,0.3111,
2018,42095,Northampton County,Pennsylvania,29.9,0.2876,
2018,42097,Northumberland County,Pennsylvania,34.7,0.5006,
2018,42099,Perry County,Pennsylvania,23.5,0.1089,
2018,42101,Philadelphia County,Pennsylvania,30,0.9204,
2018,42103,Pike County,Pennsylvania,25.9,0.1287,
2018,42105,Potter County,Pennsylvania,22.8,0.4417,
2018,42107,Schuylkill County,Pennsylvania,32.8,0.4506,
2018,42109,Snyder County,Pennsylvania,27.4,0.2299,
2018,42111,Somerset County,Pennsylvania,34.2,0.4226,
2018,42113,Sullivan County,Pennsylvania,19.2,0.3576,
2018,42115,Susquehanna County,Pennsylvania,28.1,0.2064,
2018,42117,Tioga County,Pennsylvania,29.8,0.3153,
2018,42119,Union County,Pennsylvania,24.9,0.3605,
2018,42121,Venango County,Pennsylvania,28.5,0.4229,
2018,42123,Warren County,Pennsylvania,30.5,0.2134,
2018,42125,Washington County,Pennsylvania,36,0.1694,
2018,42127,Wayne County,Pennsylvania,25.2,0.2631,
2018,42129,Westmoreland County,Pennsylvania,28.9,0.1379,
2018,42131,Wyoming County,Pennsylvania,28.2,0.1121,
2018,42133,York County,Pennsylvania,27.6,0.329,
2018,44001,Bristol County,Rhode Island,21.5,0.1236,
2018,44003,Kent County,Rhode Island,29.4,0.1519,
2018,44005,Newport County,Rhode Island,25.5,0.179,
2018,44007,Providence County,Rhode Island,29.2,0.7592,
2018,44009,Washington County,Rhode Island,24.2,0.0889,
2018,45001,Abbeville County,South Carolina,32.2,0.8564,
2018,45003,Aiken County,South Carolina,36.1,0.6666,
2018,45005,Allendale County,South Carolina,29.7,0.993,
2018,45007,Anderson County,South Carolina,34.1,0.701,
2018,45009,Bamberg County,South Carolina,34.3,0.9516,
2018,45011,Barnwell County,South Carolina,35.9,0.9904,
2018,45013,Beaufort County,South Carolina,25.9,0.4006,
2018,45015,Berkeley County,South Carolina,37.3,0.5146,
2018,45017,Calhoun County,South Carolina,31.1,0.5627,
2018,45019,Charleston County,South Carolina,29.2,0.3156,
2018,45021,Cherokee County,South Carolina,33.8,0.6978,
2018,45023,Chester County,South Carolina,36.8,0.7363,
2018,45025,Chesterfield County,South Carolina,35.2,0.9487,
2018,45027,Clarendon County,South Carolina,35.4,0.9793,
2018,45029,Colleton County,South Carolina,34.5,0.8,
2018,45031,Darlington County,South Carolina,32.6,0.9268,
2018,45033,Dillon County,South Carolina,36.3,0.9682,
2018,45035,Dorchester County,South Carolina,33.1,0.4188,
2018,45037,Edgefield County,South Carolina,35.3,0.8484,
2018,45039,Fairfield County,South Carolina,28.9,0.7484,
2018,45041,Florence County,South Carolina,39,0.8987,
2018,45043,Georgetown County,South Carolina,37,0.6771,
2018,45045,Greenville County,South Carolina,30.3,0.5038,
2018,45047,Greenwood County,South Carolina,34.4,0.9344,
2018,45049,Hampton County,South Carolina,34.1,0.8032,
2018,45051,Horry County,South Carolina,33.6,0.6102,
2018,45053,Jasper County,South Carolina,34.4,0.9449,
2018,45055,Kershaw County,South Carolina,32.3,0.4959,
2018,45057,Lancaster County,South Carolina,32.4,0.5121,
2018,45059,Laurens County,South Carolina,33.8,0.9172,
2018,45061,Lee County,South Carolina,33.6,0.921,
2018,45063,Lexington County,South Carolina,30.5,0.442,
2018,45067,Marion County,South Carolina,34.8,0.9293,
2018,45069,Marlboro County,South Carolina,36.3,0.9869,
2018,45065,Mccormick County,South Carolina,30.9,0.7373,
2018,45071,Newberry County,South Carolina,33.9,0.9232,
2018,45073,Oconee County,South Carolina,32.6,0.7293,
2018,45075,Orangeburg County,South Carolina,40.2,0.9229,
2018,45077,Pickens County,South Carolina,28.1,0.599,
2018,45079,Richland County,South Carolina,34.8,0.6309,
2018,45081,Saluda County,South Carolina,35.5,0.7949,
2018,45083,Spartanburg County,South Carolina,34.7,0.7618,
2018,45085,Sumter County,South Carolina,38,0.9732,
2018,45087,Union County,South Carolina,35.6,0.8678,
2018,45089,Williamsburg County,South Carolina,43,0.9704,
2018,45091,York County,South Carolina,31.3,0.3662,
2018,46003,Aurora County,South Dakota,20.9,0.2726,
2018,46005,Beadle County,South Dakota,27.8,0.6506,
2018,46007,Bennett County,South Dakota,34.8,0.7927,
2018,46009,Bon Homme County,South Dakota,22.8,0.2382,
2018,46011,Brookings County,South Dakota,29.3,0.1561,
2018,46013,Brown County,South Dakota,35.2,0.3287,
2018,46015,Brule County,South Dakota,25.7,0.5713,
2018,46017,Buffalo County,South Dakota,32.3,0.971,
2018,46019,Butte County,South Dakota,26.5,0.3627,
2018,46021,Campbell County,South Dakota,23.6,0.0064,
2018,46023,Charles Mix County,South Dakota,25.3,0.7389,
2018,46025,Clark County,South Dakota,26.4,0.171,
2018,46027,Clay County,South Dakota,27.2,0.2468,
2018,46029,Codington County,South Dakota,32.7,0.2449,
2018,46031,Corson County,South Dakota,40.4,0.8395,
2018,46033,Custer County,South Dakota,26,0.228,
2018,46035,Davison County,South Dakota,25.8,0.2338,
2018,46037,Day County,South Dakota,26.6,0.185,
2018,46039,Deuel County,South Dakota,31.6,0.0822,
2018,46041,Dewey County,South Dakota,40.7,0.8831,
2018,46043,Douglas County,South Dakota,19.4,0.1503,
2018,46045,Edmunds County,South Dakota,26.2,0.0341,
2018,46047,Fall River County,South Dakota,29.5,0.4172,
2018,46049,Faulk County,South Dakota,27.8,0.0777,
2018,46051,Grant County,South Dakota,19.8,0.0551,
2018,46053,Gregory County,South Dakota,19.1,0.2847,
2018,46055,Haakon County,South Dakota,22.8,0.3624,
2018,46057,Hamlin County,South Dakota,30.3,0.1586,
2018,46059,Hand County,South Dakota,25.8,0.0309,
2018,46061,Hanson County,South Dakota,19.4,0.0013,
2018,46063,Harding County,South Dakota,21.3,0.0828,
2018,46065,Hughes County,South Dakota,26,0.4061,
2018,46067,Hutchinson County,South Dakota,25.4,0.2487,
2018,46069,Hyde County,South Dakota,17.7,0.0943,
